Institution Name,City location of institution,Institution's internet website address (HD2016),Control of institution (HD2016),State abbreviation (HD2016),Level of institution (HD2016),Degree of urbanization (Urban-centric locale) (HD2016),Institutional category (HD2016),Bachelor's degree (IC2007),Full-time retention rate  2015 (EF2015D),Grand total (C2016_A  First major  Grand total  Bachelor's degree),AgeDiversityIndex,GenderDiversityIndex,RaceDiversityIndex,IncomeDiversityIndex,MajorDiversityIndex,SAT_ACT_DiversityIndex,InstateOutstateDiversityIndex,Average Graduation rate - bachelor's degree within 200% of normal time (GR200_15),AdmissionsDiversityIndex,ApplicantsDiversityIndex
Manhattan College,Riverdale,www.manhattan.edu,2,NY,1,11,2,1,84,804,0.118597761,0.495565307,0.648185614,0.447009274,0.789948011,0.029273623,0.500004295,209,0.266213697,0.497086963
Massachusetts College of Liberal Arts,North Adams,www.mcla.edu,1,MA,1,31,2,1,74,354,0.249951852,0.466129786,0.442873917,0.462901081,0.847420106,0.043560096,0.487609542,152,-0.345045688,0.445609916
Missouri Southern State University,Joplin,www.mssu.edu,1,MO,1,13,2,1,65,845,0.400959608,0.486408379,0.408812361,0.471822472,0.789656605,0.092618598,0.490983226,90,0.759990582,0.478596673
Mount Saint Mary's University,Los Angeles,www.msmu.edu,2,CA,1,11,2,1,79,563,0.381429146,0.122121191,0.627855099,0.46246217,0.803678898,0.026208751,0.500004428,185,-56.11492527,0.069705255
Nova Southeastern University,Fort Lauderdale,www.nova.edu,2,FL,1,21,2,1,80,1342,0.450082116,0.420555357,0.773791101,0.464677788,0.735427821,0.120018816,0.500005281,108,0.204612706,0.423042557
Pace University-New York,New York,www.pace.edu,2,NY,1,11,2,1,78,1696,0.207903748,0.482327991,0.725804807,0.450592804,0.798288055,0.042843544,0.500003905,138,-0.795486215,0.435472113
Princeton University,Princeton,www.princeton.edu,2,NJ,1,21,2,1,98,1307,0.011084094,0.499379391,0.742468322,0.435756693,0.862549329,0.088517865,0.500003925,283,0.869002329,0.497496663
Quinnipiac University,Hamden,www.quinnipiac.edu,2,CT,1,21,2,1,87,1676,0.066394561,0.476246099,0.430798361,0.459214622,0.77161888,0.082311166,0.500004038,225,-0.935944029,0.470816212
Rockhurst University,Kansas City,www.rockhurst.edu,2,MO,1,11,2,1,85,512,0.08118646,0.47829842,0.424966783,0.463826801,0.824972001,0.120687413,0.500004955,199,0.038299064,0.448693772
Roosevelt University,Chicago,www.roosevelt.edu,2,IL,1,11,2,1,65,905,0.40116012,0.460935392,0.720197935,0.454793499,0.762743225,0.075142412,0.50000536,111,0.199231753,0.44096031
Saint Martin's University,Lacey,https://www.stmartin.edu,2,WA,1,22,2,1,76,342,0.459339323,0.500040928,0.667157653,0.46539814,0.815835278,0.029825107,0.500005096,132,0.651619559,0.486359968
Saint Xavier University,Chicago,WWW.SXU.EDU,2,IL,1,11,2,1,72,669,0.241614509,0.444518568,0.677434786,0.457931355,0.791233533,0.08577738,0.50000538,124,-0.963051349,0.468547251
Scripps College,Claremont,www.scrippscollege.edu,2,CA,1,21,2,1,94,205,0.004106767,0,0.719343958,0.452135488,0.639809008,0.089704434,0.500003652,249,-0.076862975,0
Southeastern Louisiana University,Hammond,www.southeastern.edu,1,LA,1,13,2,1,64,1831,0.199607875,0.473913479,0.574696462,0.464448315,0.801132238,0.085493485,0.473362487,90,0.86824263,0.479783291
Southeastern Oklahoma State University,Durant,www.se.edu,1,OK,1,32,2,1,61,664,0.416933784,0.49639108,0.610354977,0.463838815,0.754663177,0.077026975,0.476810115,78,0.917159473,0.500399619
St Mary's College of Maryland,St. Mary's City,www.smcm.edu,1,MD,1,23,2,1,86,432,0.070044661,0.491377974,0.473020685,0.458869888,0.809691223,0.112730669,0.479025403,230,0.417947724,0.479074163
The College of Saint Scholastica,Duluth,www.css.edu,2,MN,1,13,2,1,84,816,0.422657586,0.412562627,0.331626878,0.470780172,0.652983069,0.096090254,0.500005231,196,-0.215883507,0.455768322
University of Arkansas at Pine Bluff,Pine Bluff,www.uapb.edu,1,AR,1,13,2,1,70,389,0.240158283,0.4921396,0.166901009,0.477909288,0.868022149,0.075555973,0.489660382,62,0.410874658,0.48871782
University of Detroit Mercy,Detroit,www.udmercy.edu,2,MI,1,11,2,1,85,729,0.340447241,0.45929444,0.650991262,0.472757906,0.666355709,0.083152978,0.500004666,149,-0.237621873,0.460388617
University of Mary,Bismarck,www.umary.edu/,2,ND,1,41,2,1,75,409,0.225507036,0.459188362,0.346330949,0.477872243,0.7264317,0.080969252,0.500009045,14,0.641686867,0.466137684
University of New Haven,West Haven,www.newhaven.edu,2,CT,1,21,2,1,79,1143,0.164756893,0.500081991,0.654948666,0.46514916,0.85467358,0.08074189,0.500004558,155,-0.063100369,0.486577
University of Rochester,Rochester,www.rochester.edu,2,NY,1,12,2,1,96,1661,0.115254992,0.500079126,0.704560152,0.454217062,0.877217516,0.08816088,0.500003692,249,0.510141557,0.499393539
University of Tulsa,Tulsa,https://utulsa.edu,2,OK,1,11,2,1,88,722,0.111981587,0.488176389,0.637787762,0.460152048,0.836446272,0.119857504,0.500004285,190,0.656140165,0.500062754
West Virginia State University,Institute,www.wvstateu.edu,1,WV,1,22,2,1,59,416,0.352958757,0.494276783,0.651307783,0.45659687,0.884899371,0.079669087,0.486725005,69,0.765514071,0.495812557
Western Connecticut State University,Danbury,www.wcsu.edu,1,CT,1,13,2,1,76,1078,0.295342713,0.498010477,0.563102328,0.464677788,0.844679058,0.08816088,0.47965075,114,0.679709593,0.495330546
Abilene Christian University,Abilene,www.acu.edu,2,TX,1,12,2,1,79,757,0.042677149,0.483871191,0.557024059,0.44843745,0.830321293,0.090469702,0.500005437,152,-0.316667812,0.476468821
Aquinas College,Grand Rapids,www.aquinas.edu,2,MI,1,12,2,1,81,347,0.151226589,0.480269058,0.336144781,0.457742581,0.837946077,0.091439429,0.500006028,149,-0.300561395,0.418480273
Auburn University at Montgomery,Montgomery,www.aum.edu,1,AL,1,12,2,1,65,594,0.349651437,0.45870446,0.627233571,0.463877661,0.803808829,0.111765397,0.476663086,67,0.535539734,0.435927896
Aurora University,Aurora,aurora.edu,2,IL,1,21,2,1,70,820,0.330658825,0.460489416,0.572723266,0.463094655,0.774020589,0.078485831,0.500006931,160,0.468717347,0.482858623
Berea College,Berea,https://www.berea.edu,2,KY,1,32,2,1,86,312,0.105783737,0.489717941,0.617111831,0.463365695,0.89706228,0.075974668,0.500007134,171,0.809062377,0.488887891
Bethel University,Saint Paul,https://www.bethel.edu,2,MN,1,21,2,1,84,770,0.276901098,0.472388471,0.424214338,0.457742581,0.793602126,0.110395819,0.500005104,206,0.625124911,0.479146869
Boston College,Chestnut Hill,www.bc.edu,2,MA,1,13,2,1,95,2321,0.045081375,0.498474735,0.627002518,0.448324668,0.841482511,0.091124234,0.500003673,272,0.510366063,0.488577045
Brigham Young University-Idaho,Rexburg,www.byui.edu,2,ID,1,32,2,1,68,4178,0.495714008,0.490526382,0.638835599,0.459071216,0.840181974,0.115469016,0.500021009,148,0.946255882,0.465434215
California Lutheran University,Thousand Oaks,www.callutheran.edu/,2,CA,1,12,2,1,84,773,0.188103461,0.489215777,0.714652565,0.445527775,0.840816366,0.081905024,0.500004317,202,-0.087639208,0.483967252
Campbell University,Buies Creek,www.campbell.edu,2,NC,1,31,2,1,74,897,0.405763971,0.498903721,0.534382763,0.452856433,0.827328157,0.082075685,0.500005387,138,0.18665464,0.474104597
Campbellsville University,Campbellsville,www.campbellsville.edu,2,KY,1,32,2,1,59,391,0.269546333,0.490618216,0.400143499,0.476828049,0.796517583,0.082198411,0.500006532,110,0.526955467,0.494589137
Capital University,Columbus,www.capital.edu,2,OH,1,21,2,1,76,578,0.2244314,0.485790178,0.43263566,0.466004956,0.843084792,0.084007036,0.500005303,169,0.234815542,0.489361879
Catholic University of America,Washington,www.cua.edu,2,DC,1,11,2,1,86,806,0.112427603,0.498034347,0.659399881,0.447533117,0.831497375,0.08816088,0.500004135,200,0.131975773,0.49145382
Chestnut Hill College,Philadelphia,www.chc.edu,2,PA,1,11,2,1,66,380,0.468682628,0.445673455,0.68457254,0.472403493,0.822003284,0.027688022,0.500005025,113,0.199189101,0.47209985
Duke University,Durham,WWW.DUKE.EDU,2,NC,1,11,2,1,97,1810,0.006307193,0.499868549,0.701569014,0.44013762,0.862511361,0.089220789,0.500003614,276,0.765814527,0.500012396
Elizabethtown College,Elizabethtown,www.etown.edu,2,PA,1,21,2,1,82,409,0.021203051,0.470888964,0.256233047,0.450483416,0.878648528,0.116776524,0.500004448,226,-0.545360581,0.437403249
Elmhurst College,Elmhurst,www.elmhurst.edu,2,IL,1,21,2,1,79,751,0.232911807,0.481143182,0.509018158,0.45968418,0.838050146,0.079248611,0.500005155,207,0.427726878,0.496131681
Emmanuel College,Boston,www.emmanuel.edu,2,MA,1,11,2,1,75,442,0.094636582,0.387705373,0.538838957,0.455834769,0.875463094,0.08816088,0.50000453,168,-4.591456805,0.369918204
Francis Marion University,Florence,www.fmarion.edu,1,SC,1,23,2,1,69,572,0.179424758,0.432707403,0.570645056,0.460266077,0.860754139,0.108557758,0.484026775,101,0.26091112,0.442738859
Furman University,Greenville,www.furman.edu,2,SC,1,21,2,1,89,614,0.056201287,0.49153995,0.386616653,0.432466866,0.877739004,0.08816088,0.500003967,249,0.086678611,0.488651229
Georgetown College,Georgetown,www.georgetowncollege.edu,2,KY,1,31,2,1,72,190,0.02612643,0.498887593,0.353613407,0.456807955,0.883158669,0.119497492,0.500005175,164,-0.163206707,0.470947709
Grove City College,Grove City,www.gcc.edu,2,PA,1,32,2,1,89,582,0.007343853,0.500171169,0.143534451,0.446975769,0.782514444,0.116587921,0.500009077,242,0.766626956,0.500122201
Howard Payne University,Brownwood,www.hputx.edu,2,TX,1,33,2,1,63,153,0.193531082,0.499067198,0.55391792,0.465530117,0.868043603,0.109965583,0.500006523,114,0.671535364,0.492637298
Indiana University-Kokomo,Kokomo,www.iuk.edu,1,IN,1,13,2,1,65,518,0.330929616,0.451800094,0.380780925,0.469432367,0.740484678,0.087484842,0.495600667,68,0.784846204,0.451746071
Indiana Wesleyan University-Marion,Marion,https://www.indwes.edu,2,IN,1,32,2,1,82,662,0.453115373,0.439698548,0.451954605,0.471888474,0.714973973,0.091249516,0.500006766,197,0.722228654,0.435717487
Iona College,New Rochelle,www.iona.edu,2,NY,1,21,2,1,77,618,0.029014398,0.499815167,0.653683352,0.445444443,0.786979999,0.043269335,0.500004601,179,-0.406145109,0.486862698
Johns Hopkins University,Baltimore,www.jhu.edu,2,MD,1,11,2,1,97,1689,0.162949539,0.497414836,0.738926496,0.460981216,0.818356151,0.090533294,0.500003696,273,0.714551465,0.499688039
Johnson C Smith University,Charlotte,www.jcsu.edu,2,NC,1,11,2,1,68,268,0.283604605,0.476066164,0.357646077,0.469671964,0.855639098,0.10706325,0.50000778,122,-0.322838891,0.477213972
Lake Superior State University,Sault Ste Marie,www.lssu.edu,1,MI,1,33,2,1,70,397,0.273230965,0.50008703,0.35719434,0.462325961,0.839269082,0.092181347,0.500010794,106,0.646903223,0.497772969
Lander University,Greenwood,www.lander.edu,1,SC,1,32,2,1,69,441,0.109165431,0.431549395,0.577642026,0.459045089,0.819804561,0.086691036,0.48560729,138,-0.01498922,0.376098438
Lewis University,Romeoville,www.lewisu.edu,2,IL,1,21,2,1,84,1205,0.330193299,0.493116986,0.586925688,0.467414005,0.785576692,0.087030983,0.500005669,172,0.479539807,0.486619541
Loras College,Dubuque,www.loras.edu,2,IA,1,13,2,1,81,314,0.034959096,0.499442411,0.299134771,0.450601879,0.816763817,0.119257838,0.500005905,170,0.615521283,0.500368295
Lyndon State College,Lyndonville,WWW.LYNDONSTATE.EDU,1,VT,1,33,2,1,70,200,0.144404663,0.481903969,0.319236461,0.471402966,0.742470477,0.078841037,0.480677975,90,0.612299263,0.499376087
Manchester University,North Manchester,www.manchester.edu,2,IN,1,32,2,1,69,207,0.019091454,0.499530062,0.414436584,0.460099434,0.813270699,0.082322861,0.500005794,136,0.015903636,0.495096422
Marywood University,Scranton,www.marywood.edu/,2,PA,1,13,2,1,83,377,0.200076624,0.432957492,0.446543426,0.472709458,0.814262309,0.080912073,0.500005061,185,-0.408940903,0.401650112
Mercyhurst University,Erie,www.mercyhurst.edu,2,PA,1,13,2,1,83,585,0.122051954,0.491310155,0.498090999,0.465450567,0.825829841,0.08816088,0.50000508,177,0.365925171,0.49057405
Methodist University,Fayetteville,www.methodist.edu,2,NC,1,12,2,1,59,325,0.380733616,0.495895239,0.711634889,0.466542714,0.764118283,0.084553726,0.500004701,104,0.565894525,0.456034411
Nebraska Wesleyan University,Lincoln,www.nebrwesleyan.edu,2,NE,1,11,2,1,79,416,0.312128736,0.476717176,0.300546761,0.457676747,0.857475466,0.120834694,0.500005599,192,0.445542428,0.495862551
New Jersey Institute of Technology,Newark,www.njit.edu/,1,NJ,1,11,2,1,88,1415,0.288480081,0.362900712,0.819011699,0.446761478,0.854474085,0.080458155,0.485198732,143,0.893194918,0.319058857
North Central College,Naperville,northcentralcollege.edu,2,IL,1,12,2,1,80,669,0.099862909,0.497790949,0.489249964,0.449623655,0.814133317,0.103083138,0.500005016,180,0.063224624,0.492431368
Oakwood University,Huntsville,www.oakwood.edu,2,AL,1,12,2,1,76,342,0.252426339,0.486865992,0.296523806,0.457742581,0.832997462,0.112169978,0.500006987,97,0.575637081,0.470228478
Our Lady of the Lake University,San Antonio,www.ollusa.edu,2,TX,1,11,2,1,59,293,0.363180037,0.426740143,0.613115721,0.468807256,0.833839555,0.108748768,0.500006324,83,-1.169821547,0.422710303
Pacific University,Forest Grove,www.pacificu.edu,2,OR,1,21,2,1,77,380,0.153434786,0.481958738,0.664071349,0.45403031,0.868529315,0.041337001,0.500004496,176,0.116071907,0.493759237
Pennsylvania State University-Penn State Harrisburg,Middletown,harrisburg.psu.edu,1,PA,1,21,2,1,87,720,0.272179327,0.475495463,0.599318726,0.461709958,0.847965823,0.091802873,0.494054644,165,0.684087876,0.493538209
Pomona College,Claremont,www.pomona.edu,2,CA,1,21,2,1,97,380,0.008388129,0.500278953,0.782899997,0.44560643,0.758524688,0.081159057,0.500003712,285,0.76464451,0.479781706
Saint Norbert College,De Pere,www.snc.edu,2,WI,1,22,2,1,82,470,0.027301918,0.492181949,0.226802127,0.452494578,0.785989296,0.124980078,0.500005368,218,0.034252806,0.493168914
Seton Hall University,South Orange,www.shu.edu,2,NJ,1,21,2,1,84,1340,0.143680827,0.492738339,0.711872559,0.459484108,0.840531609,0.115439679,0.500004515,179,-0.093845241,0.486559878
Skidmore College,Saratoga Springs,www.skidmore.edu/,2,NY,1,23,2,1,94,617,0.006058262,0.475937238,0.574195538,0.451817257,0.855543192,0.090659541,0.500003731,255,-0.195651051,0.4620379
Stanford University,Stanford,www.stanford.edu/,2,CA,1,21,2,1,98,1746,0.02343645,0.49893295,0.773209933,0.450706754,0.849860175,0.081754246,0.500003748,268,0.898157314,0.497238375
Suffolk University,Boston,www.suffolk.edu,2,MA,1,11,2,1,74,1269,0.123276836,0.496953955,0.715589165,0.452899978,0.754412825,0.029377195,0.500004627,152,0.085966989,0.484289896
SUNY College at Old Westbury,Old Westbury,www.oldwestbury.edu,1,NY,1,21,2,1,81,1003,0.374787644,0.487045117,0.755097271,0.447710231,0.824657232,0.083936343,0.484636257,95,0.645426281,0.484518795
SUNY Cortland,Cortland,www2.cortland.edu,1,NY,1,32,2,1,78,1541,0.069067986,0.491665249,0.419475987,0.452968331,0.86685153,0.08816088,0.485872699,187,0.384738219,0.497984508
Texas Woman's University,Denton,www.twu.edu,1,TX,1,12,2,1,76,2214,0.431431198,0.21862286,0.714462442,0.470844843,0.743148049,0.086579515,0.478793875,107,-4.323447062,0.17963517
The University of Texas at Tyler,Tyler,www.uttyler.edu/,1,TX,1,12,2,1,62,1365,0.396167444,0.491112708,0.630026628,0.472243657,0.76010092,0.087054481,0.475026186,117,0.89057706,0.487966933
Trevecca Nazarene University,Nashville,www.trevecca.edu,2,TN,1,11,2,1,77,370,0.426009279,0.489635393,0.565321173,0.46681809,0.689854642,0.115205342,0.500006536,131,0.637186421,0.464651585
Union College,Lincoln,www.ucollege.edu,2,NE,1,11,2,1,71,148,0.205859619,0.478263235,0.621512917,0.457742581,0.792827356,0.116236722,0.500007362,106,0.080027582,0.469689242
University of Houston-Clear Lake,Houston,www.uhcl.edu/home,1,TX,1,21,2,1,71,1298,0.499511018,0.452339604,0.748880396,0.455177558,0.802905235,0.04007686,0.480105863,153.5106383,0.951286692,0.475189402
University of Sioux Falls,Sioux Falls,www.usiouxfalls.edu/,2,SD,1,12,2,1,72,288,0.280019263,0.483348831,0.181219423,0.470599497,0.710859729,0.118522681,0.500006446,130,-0.099519579,0.469344567
University of South Carolina-Upstate,Spartanburg,www.uscupstate.edu,1,SC,1,22,2,1,70,1160,0.311394238,0.462751119,0.601808935,0.460859424,0.792159543,0.078237616,0.482936617,107,0.639449119,0.447931418
University of the Incarnate Word,San Antonio,www.uiw.edu,2,TX,1,11,2,1,77,1357,0.464997672,0.477316298,0.653543859,0.473562138,0.700571586,0.110780948,0.500005573,102,0.500918963,0.46187597
University of Wisconsin-Platteville,Platteville,www.uwplatt.edu,1,WI,1,32,2,1,75,1399,0.167915698,0.452826224,0.221912657,0.464155579,0.830647191,0.090848598,0.485108159,131,0.8888876,0.455662714
University of Wisconsin-Superior,Superior,www.uwsuper.edu,1,WI,1,22,2,1,67,441,0.43061877,0.47575879,0.33130205,0.463867677,0.844343986,0.089664436,0.486511253,100,0.726608689,0.482266599
Viterbo University,La Crosse,www.viterbo.edu,2,WI,1,13,2,1,78,459,0.401237758,0.374396786,0.178572802,0.47031294,0.743387896,0.111129291,0.500006551,128,-0.034133707,0.455946013
Washburn University,Topeka,www.washburn.edu,1,KS,1,12,2,1,68,789,0.372765091,0.48208795,0.56867297,0.468072582,0.785861487,0.08816088,0.480967285,96,0.227036724,0.493628747
Washington and Lee University,Lexington,www.wlu.edu/,2,VA,1,32,2,1,96,470,0.003234496,0.500138846,0.347301996,0.429248221,0.809832098,0.082756478,0.500003937,267,0.674208295,0.50007417
Webster University,Saint Louis,www.webster.edu,2,MO,1,21,2,1,78,792,0.437697589,0.493849218,0.676643581,0.454541703,0.83059492,0.07865634,0.500005675,166,0.826865127,0.481309961
West Virginia University Institute of Technology,Montgomery,www.wvutech.edu,1,WV,1,41,2,1,57,147,0.308073374,0.475977881,0.450552291,0.454828239,0.739771841,0.114025937,0.479724024,45,0.863585681,0.467962399
Wheaton College,Wheaton,www.wheaton.edu,2,IL,1,21,2,1,95,607,0.01050478,0.498323028,0.461349385,0.457742581,0.889491447,0.09030395,0.500005398,248,0.68680523,0.479957944
Alverno College,Milwaukee,www.alverno.edu,2,WI,1,11,2,1,69,383,0.416422418,0.002565745,0.627188839,0.48029342,0.749640559,0.073625689,0.500006485,95,-0.030764458,0
Augustana University,Sioux Falls,www.augie.edu,2,SD,1,12,2,1,84,341,0.090062429,0.481711097,0.274400101,0.454675337,0.841911056,0.115900658,0.500006124,181,0.575405283,0.496919453
Barton College,Wilson,https://www.barton.edu/,2,NC,1,31,2,1,67,216,0.306900231,0.422446453,0.631460916,0.470069808,0.84419133,0.111809101,0.500005645,138,-0.926087854,0.439855787
Benedictine College,Atchison,www.benedictine.edu,2,KS,1,32,2,1,77,369,0.038623823,0.495152121,0.357476263,0.449781781,0.860115095,0.11192132,0.50000592,162,0.276734826,0.490723127
Buena Vista University,Storm Lake,www.bvu.edu,2,IA,1,33,2,1,78,528,0.470367489,0.455956542,0.349556404,0.46240509,0.667398695,0.084294204,0.500005582,149,0.673981036,0.500312598
Butler University,Indianapolis,www.butler.edu,2,IN,1,11,2,1,89,838,0.020641701,0.481177573,0.32238369,0.446113701,0.823482831,0.087354472,0.500004557,200,-0.225904388,0.489634732
California State University-Channel Islands,Camarillo,www.csuci.edu,1,CA,1,22,2,1,79,1491,0.323071938,0.455379183,0.658099326,0.458667248,0.855451559,0.08816088,0.485733122,129,-0.550292519,0.431061242
Carson-Newman University,Jefferson City,www.cn.edu,2,TN,1,23,2,1,65,341,0.088241162,0.488403887,0.377320821,0.467662391,0.852291755,0.118794273,0.500006288,137,-0.534729619,0.471036077
Central College,Pella,www.central.edu,2,IA,1,32,2,1,78,280,0.02942833,0.499049822,0.2484286,0.459281872,0.867918695,0.117994947,0.50000508,192,0.073191628,0.492137756
Coe College,Cedar Rapids,www.coe.edu,2,IA,1,12,2,1,77,286,0.04600036,0.486710798,0.473999125,0.460452816,0.871729637,0.078914206,0.500004674,196,-0.258202067,0.475396137
College of the Ozarks,Point Lookout,www.cofo.edu,2,MO,1,32,2,1,74,293,0.035459557,0.498523402,0.138468656,0.463988946,0.871212121,0.082297967,0.500008623,180,0.8891143,0.458039102
CUNY Bernard M Baruch College,New York,www.baruch.cuny.edu,1,NY,1,11,2,1,91,3375,0.370159424,0.499939807,0.778454508,0.452590427,0.400047573,0.098323363,0.494581263,176,0.823689668,0.498089217
DePauw University,Greencastle,www.depauw.edu,2,IN,1,32,2,1,94,541,0.006164635,0.496737884,0.50439161,0.437654756,0.8085831,0.085283023,0.500004106,232,0.124877672,0.497574451
Dickinson State University,Dickinson,www.dickinsonstate.edu,1,ND,1,33,2,1,57,199,0.349226436,0.48097318,0.397251975,0.46502811,0.821062564,0.108831856,0.497675318,94,0.882975258,0.497442988
Eastern New Mexico University-Main Campus,Portales,www.enmu.edu,1,NM,1,33,2,1,57,714,0.398372518,0.49436996,0.677836429,0.458573974,0.841862588,0.111412826,0.490434529,71,0.890771384,0.495216292
Elizabeth City State University,Elizabeth City,www.ecsu.edu,1,NC,1,32,2,1,74,306,0.299295449,0.490326964,0.432811554,0.477585218,0.876375846,0.078258311,0.448548941,107,0.49678182,0.483231516
Evangel University,Springfield,www.evangel.edu,2,MO,1,12,2,1,71,432,0.221268865,0.495762934,0.364453733,0.469845221,0.827221265,0.088607056,0.50000719,137,0.676404576,0.485214279
Franciscan University of Steubenville,Steubenville,www.franciscan.edu,2,OH,1,13,2,1,86,474,0.072375938,0.477637628,0.345309834,0.465400808,0.868129969,0.11502731,0.500006768,204,0.430973597,0.46401246
Gordon College,Wenham,www.gordon.edu,2,MA,1,21,2,1,85,399,0.038224622,0.470413976,0.442246614,0.447761351,0.764405112,0.095237513,0.500005136,201,-0.046402221,0.453528389
Grace College and Theological Seminary,Winona Lake,www.grace.edu,2,IN,1,32,2,1,80,362,0.250323716,0.492197796,0.440138708,0.467896951,0.777530519,0.120711377,0.500007457,189,-0.649060687,0.425772599
Hampshire College,Amherst,www.hampshire.edu,2,MA,1,21,2,1,81,342,0.059174808,0.477096074,0.540620832,0.439759303,0.754484305,0.08816088,0.500003834,189,-0.164377617,0.462480493
Indiana University-East,Richmond,www.iue.edu/,1,IN,1,41,2,1,64,741,0.460368827,0.465159457,0.361533715,0.474609746,0.802170356,0.085773151,0.495600667,62,0.90765542,0.467317647
LIU Brooklyn,Brooklyn,liu.edu/Brooklyn,2,NY,1,11,2,1,63,857,0.39045928,0.430652119,0.816685014,0.471170033,0.549981067,0.08816088,0.500004614,58,-1.008947381,0.434319778
Mary Baldwin University,Staunton,www.marybaldwin.edu,2,VA,1,13,2,1,64,269,0.476402161,0.133127756,0.556820927,0.464226967,0.859334021,0.079886716,0.50000586,115,-0.910796917,0
Michigan Technological University,Houghton,www.mtu.edu,1,MI,1,33,2,1,87,1065,0.086487344,0.39081899,0.418335522,0.465942998,0.867339852,0.081246853,0.474899483,158,0.806393268,0.423208292
Millikin University,Decatur,https://www.millikin.edu,2,IL,1,13,2,1,73,480,0.215478394,0.488408398,0.446728763,0.459746399,0.845310058,0.086553289,0.500005421,168,0.298634591,0.49400849
Mount Mary University,Milwaukee,www.mtmary.edu/,2,WI,1,11,2,1,68,148,0.352042666,0,0.583110035,0.469734886,0.796184267,0.085100842,0.500005701,104,inf,0.015603878
Muskingum University,New Concord,www.muskingum.edu/,2,OH,1,32,2,1,74,312,0.214667294,0.493987931,0.543668016,0.453624053,0.800646647,0.09163574,0.500006202,125,0.544066181,0.488657005
North Park University,Chicago,www.northpark.edu,2,IL,1,11,2,1,75,474,0.294037387,0.46448661,0.700400617,0.46569651,0.816953051,0.076732585,0.50000631,153,-0.0536138,0.460866445
Quincy University,Quincy,www.quincy.edu,2,IL,1,33,2,1,69,197,0.16307934,0.496274048,0.499804855,0.463077789,0.822853466,0.110584662,0.500006093,139,0.534968924,0.500316979
Saint Joseph's University,Philadelphia,www.sju.edu,2,PA,1,11,2,1,90,1184,0.149629441,0.494560817,0.464450969,0.446948511,0.608774843,0.08816088,0.500004196,228,0.187239901,0.494019248
Saint Mary's College,Notre Dame,www.saintmarys.edu,2,IN,1,21,2,1,90,359,0.013504651,0.015940191,0.404256281,0.463004851,0.859036908,0.084211573,0.500004726,209,-0.264670403,0
Saint Mary's University of Minnesota,Winona,www.smumn.edu,2,MN,1,32,2,1,80,501,0.429691838,0.497020532,0.573049484,0.457750758,0.679004005,0.083177039,0.500005682,154,0.593587222,0.499513946
Saint Vincent College,Latrobe,www.stvincent.edu,2,PA,1,21,2,1,87,305,0.066705578,0.498613358,0.306596777,0.462579286,0.746727819,0.028645592,0.500005254,204,0.628183775,0.491396587
Seton Hill University,Greensburg,www.setonhill.edu,2,PA,1,21,2,1,83,324,0.186761021,0.457244846,0.318642155,0.465403105,0.851131222,0.08816088,0.500005158,167,0.1116528,0.467309314
Spring Hill College,Mobile,www.shc.edu,2,AL,1,12,2,1,81,209,0.054673505,0.478601211,0.49964455,0.43190832,0.8381712,0.117237687,0.50000473,160,-0.958305186,0.447937106
Sul Ross State University,Alpine,www.sulross.edu,1,TX,1,33,2,1,59,347,0.424932425,0.49053123,0.52484636,0.47232282,0.732991252,0.085722706,0.480381895,70,0.782550448,0.500428252
Thiel College,Greenville,www.thiel.edu,2,PA,1,31,2,1,67,202,0.051030272,0.497343996,0.411382873,0.460943097,0.812026574,0.108886379,0.50000549,96,0.341325294,0.500024162
Trinity University,San Antonio,https://www.trinity.edu,2,TX,1,11,2,1,90,479,0.012466152,0.49942938,0.646226163,0.445317102,0.805027911,0.120461158,0.500004569,236,0.291972549,0.497333573
Tufts University,Medford,www.tufts.edu,2,MA,1,21,2,1,97,1374,0.022061624,0.500087388,0.65490596,0.445182737,0.83189977,0.028340692,0.500003666,272,0.732061479,0.488059932
University of Arkansas-Fort Smith,Fort Smith,uafs.edu/,1,AR,1,13,2,1,65,797,0.363904416,0.492395235,0.494099179,0.475610007,0.774029087,0.08816088,0.488086676,62,0.860937497,0.488146107
University of La Verne,La Verne,www.laverne.edu/,2,CA,1,21,2,1,85,1308,0.489693193,0.486679792,0.733922258,0.461588538,0.681451693,0.078604271,0.500004322,159,0.388512904,0.472705137
University of Mount Union,Alliance,www.mountunion.edu,2,OH,1,31,2,1,78,452,0.034780181,0.500238892,0.352854038,0.445263508,0.853829855,0.119257838,0.500005995,179,0.6214219,0.486067449
University of Northwestern-St Paul,Saint Paul,https://www.unwsp.edu,2,MN,1,21,2,1,82,564,0.137986872,0.477289334,0.303446035,0.473440672,0.868675151,0.118864518,0.500005951,181,0.774815171,0.485844421
University of Pikeville,Pikeville,www.upike.edu,2,KY,1,33,2,1,58,193,0.120918651,0.49690449,0.248914722,0.464680534,0.851078499,0.119895009,0.500006631,74,0.241876964,0.495723299
University of Pittsburgh-Johnstown,Johnstown,www.upj.pitt.edu,1,PA,1,23,2,1,82,470,0.080974235,0.495232521,0.233746518,0.455182868,0.845639434,0.091282519,0.486644723,143,0.522789205,0.496525265
University of Science and Arts of Oklahoma,Chickasha,www.usao.edu,1,OK,1,32,2,1,63,172,0.288519589,0.451622056,0.572503862,0.470697475,0.850781737,0.119210294,0.475185801,108,0.350745496,0.419685372
